country,building_total_floors,apartment_rooms,apartment_bedrooms,apartment_total_area,price_in_USD
Thailand,8,3,2,39,114509
Thailand,8,2,1,28,65588
Thailand,8,2,1,32,67936
Thailand,8,2,1,25,61700
Thailand,5,3,2,53,203726
Thailand,8,2,1,29,59053
Thailand,9,2,1,31,63533
Thailand,8,2,1,27,64626
Thailand,55,2,1,383,214231
Thailand,8,2,1,23,50831
Thailand,9,2,1,31,60686
Thailand,8,3,2,61,245381
Thailand,44,2,1,36,232168
Thailand,32,3,2,52,249900
Thailand,46,3,2,86,221623
Thailand,45,3,2,50,251953
Thailand,2,2,1,56,228642
Thailand,7,3,2,46,257000
Thailand,8,4,3,102,267408
Thailand,8,3,2,54,214040
Thailand,38,3,2,70,278992
Thailand,8,3,2,84,248048
Thailand,5,3,2,90,285964
Thailand,24,3,2,64,258428
Thailand,8,2,2,60,219899
Thailand,4,2,1,72,287918
Thailand,5,2,1,54,321611
Thailand,30,3,2,70,292969
Thailand,5,3,2,92,290681
Thailand,7,3,2,63,311029
Thailand,8,5,4,108,280560
Thailand,2,3,2,88,343140
Thailand,24,3,2,64,272064
Thailand,5,2,1,60,318569
Thailand,3,1,1,60,189434
Thailand,36,3,2,70,370524
Thailand,6,3,2,56,344000
Thailand,8,4,3,87,187613
Thailand,7,3,2,78,436676
Thailand,8,4,3,67,369515
Thailand,7,2,1,65,366784
Thailand,7,3,2,88,362390
Thailand,37,2,1,47,380380
Thailand,7,3,2,68,459206
Thailand,55,3,2,82,469332
Thailand,32,2,1,54,257041
Thailand,8,2,1,41,165699
Thailand,30,3,2,82,410169
Thailand,37,2,1,56,514170
Thailand,30,2,1,49,528442
Thailand,44,3,2,97,582351
Thailand,8,1,1,40,163917
Thailand,7,4,3,138,526563
Thailand,32,3,2,117,622251
Thailand,8,4,3,149,674754
Thailand,5,2,2,99,766000
Thailand,32,3,2,117,622251
Thailand,45,3,2,69,702367
Thailand,37,3,2,87,716667
Thailand,8,4,3,93,199058
Thailand,7,3,2,144,784044
Thailand,37,3,2,91,834971
Thailand,7,4,3,184,826718
Thailand,18,3,2,120,749100
Thailand,5,4,3,131,852701
Thailand,5,3,2,186,695628
Thailand,7,4,3,149,646155
Thailand,67,4,3,148,856073
Thailand,30,3,2,73,828940
Thailand,7,4,3,228,905074
Thailand,50,3,2,154,938760
Thailand,36,4,3,150,1113890
Thailand,67,4,3,148,1146150
Thailand,8,3,2,66,219163
Thailand,5,2,2,173,960541
Thailand,45,4,3,111,1248447
Thailand,5,3,3,131,1122000
Thailand,44,4,3,133,857945
Thailand,29,4,3,113,692554
Thailand,30,3,2,111,1407808
Thailand,5,3,2,99,741273
Thailand,4,3,2,153,708000
Thailand,37,3,2,87,716667
Thailand,5,4,3,386,1665708
Thailand,5,4,3,131,782507
Thailand,40,3,2,79,784642
Thailand,32,4,3,117,555367
Thailand,37,4,3,162,1991281
Thailand,37,4,3,180,2080442
Thailand,32,4,3,88,589020
Thailand,37,4,3,162,1991281
Thailand,37,3,2,180,2080442
Thailand,8,2,1,26,2182800
Thailand,30,3,2,121,460087
Thailand,37,3,2,216,2704575
Thailand,40,4,3,267,2625009
Thailand,7,2,1,51,174413
Thailand,37,4,3,216,2704575
Thailand,7,3,2,59,167380
Thailand,5,1,1,40,149674
Thailand,6,2,1,40,199000
Thailand,8,4,3,86,188590
Thailand,4,2,1,47,187000
Thailand,7,3,2,78,499600
Thailand,5,2,1,47,188508
Thailand,8,2,2,51,176715
Thailand,7,3,2,56,421540
Thailand,8,4,3,93,202761
Thailand,8,1,1,28,135543
Thailand,5,3,2,79,569758
Thailand,22,2,1,34,172225
Thailand,6,1,1,32,150148
Thailand,8,2,1,58,161155
Thailand,59,2,1,80,371418
Thailand,8,4,3,71,420503
Thailand,7,3,2,107,480941
Thailand,8,4,3,92,196917
Thailand,8,2,1,58,206176
Thailand,40,2,1,50,366856
Thailand,8,3,2,85,436149
Thailand,7,2,1,75,325049
Thailand,37,2,1,47,380380
Thailand,8,3,2,88,431569
Thailand,4,3,2,87,405000
Thailand,7,3,2,70,339370
Thailand,29,3,2,73,383487
Thailand,45,2,1,40,382954
Thailand,7,3,2,78,297378
Thailand,38,3,2,70,325235
Thailand,8,3,2,58,308499
Thailand,4,4,3,104,346419
Thailand,4,4,3,98,346419
Thailand,59,3,2,64,403167
Thailand,45,3,2,65,345776
Thailand,7,3,2,63,321720
Thailand,7,3,2,76,311492
Thailand,18,2,1,51,214619
Thailand,50,3,2,57,302061
Thailand,8,2,2,53,208300
Thailand,22,3,2,46,190778
Thailand,8,3,2,54,207256
Thailand,22,3,2,44,288819
Thailand,8,4,3,88,202696
Thailand,18,3,2,71,278418
Thailand,5,1,1,60,317000
Thailand,8,3,2,87,289935
Thailand,7,3,2,50,248700
Thailand,8,3,2,71,278103
Thailand,24,3,2,69,221871
Thailand,7,2,1,57,257479
Thailand,8,2,1,61,252980
Thailand,32,3,2,52,252018
Thailand,40,2,1,66,231988
Thailand,8,3,2,57,221643
Thailand,8,4,3,98,255850
Thailand,24,1,1,64,266615
Thailand,32,3,2,65,266228
Thailand,7,1,1,26,54487
Thailand,8,2,1,55,248079
Thailand,8,1,1,23,48000
Thailand,7,3,2,50,195022
Thailand,6,3,2,93,259551
Thailand,8,2,1,24,57310
Thailand,20,3,2,84,214092
Thailand,8,2,1,29,54449
Thailand,8,3,2,56,75246
Thailand,8,2,1,45,203339
Thailand,8,3,2,77,212886
Thailand,8,2,1,26,75545
Thailand,8,1,1,37,77884
Thailand,8,2,1,26,59048
Thailand,8,3,2,70,188740
Thailand,8,3,2,56,68403
Thailand,5,1,1,35,71900
Thailand,8,3,2,34,61832
Thailand,8,2,1,37,75925
Thailand,8,2,1,32,91466
Thailand,8,2,1,32,59053
Thailand,8,2,1,24,71935
Thailand,9,2,1,31,66308
Thailand,8,2,1,39,156116
Thailand,7,2,1,24,93063
Thailand,8,2,1,27,65816
Thailand,8,2,1,29,73551
Thailand,7,2,1,38,142575
Thailand,9,2,1,31,67193
Thailand,9,3,2,34,68516
Thailand,9,3,2,36,72432
Thailand,8,2,1,35,96320
Thailand,8,1,1,23,95486
Thailand,8,2,1,33,79101
Thailand,8,2,1,32,81365
Thailand,8,2,1,32,99497
Thailand,8,4,3,94,201198
Thailand,8,2,1,34,82782
Thailand,8,3,2,73,89242
Thailand,2,1,1,28,85044
Thailand,51,2,1,29,84740
Thailand,9,2,1,40,97404
Thailand,8,2,1,32,81364
Thailand,4,3,2,53,169570
Thailand,7,2,1,35,196961
Thailand,7,2,1,34,99900
Thailand,8,2,1,39,126260
Thailand,38,2,1,47,135216
Thailand,8,2,1,36,116623
Thailand,4,3,2,52,153996
Thailand,9,2,1,32,77199
Thailand,30,2,1,26,83442
Thailand,8,2,1,39,104148
Thailand,24,2,1,32,112201
Thailand,8,1,1,28,90127
Thailand,8,3,2,38,108691
Thailand,24,2,1,32,124312
Thailand,8,2,1,32,88338
Thailand,20,2,1,36,98482
Thailand,7,2,1,36,115756
Thailand,8,1,1,37,116812
Thailand,24,2,1,49,81655
United States of America,3,5,5,5972,2947622
Thailand,8,3,2,52,128197
Thailand,8,2,1,43,103604
Thailand,8,3,2,41,134139
Thailand,46,2,1,35,100200
Thailand,9,2,1,42,102214
Thailand,30,2,1,35,111328
Thailand,32,2,1,34,112497
Thailand,8,3,2,64,109488
Thailand,38,2,1,33,124506
Thailand,20,3,2,49,137019
Thailand,8,2,1,39,127824
Thailand,7,1,1,34,136039
Thailand,8,2,1,39,126196
Thailand,8,2,1,35,143324
Thailand,8,2,1,36,96460
Thailand,46,2,1,27,86949
Thailand,67,2,1,29,106580
Thailand,8,1,1,30,126185
Thailand,3,3,2,72,122171
Thailand,8,2,1,47,107862
Georgia,4,10,10,7000,60192
Thailand,67,3,2,41,139895
Thailand,33,1,1,31,121000
Thailand,8,2,1,49,142526
Thailand,8,3,2,64,161446
Thailand,24,2,1,35,155176
Thailand,3,2,1,45,132963
Thailand,59,2,1,29,109130
Thailand,8,2,1,49,135775
Thailand,49,1,1,45,155070
Thailand,8,3,2,50,122333
Thailand,8,1,1,52,122500
Thailand,22,2,1,25,105236
Thailand,7,2,1,46,155535
Thailand,8,3,2,51,117768
Thailand,7,2,1,31,109793
Thailand,33,2,1,32,120816
Thailand,29,2,1,29,125305
Thailand,8,2,1,44,134125
Thailand,7,1,1,29,136000
Thailand,51,3,2,57,175324
Thailand,7,3,2,48,179707
Thailand,8,3,2,61,138064
Thailand,7,2,1,36,150481
Thailand,30,3,2,56,146612
Thailand,7,3,2,48,179707
Thailand,8,2,2,55,173720
Thailand,8,2,2,55,167457
Thailand,4,2,1,36,160900
Thailand,46,3,2,41,129287
Thailand,7,2,1,39,160882
Thailand,8,2,1,49,162744
Thailand,8,3,2,65,156357
Spain,5,4,3,160,2513804
Spain,3,4,3,252,1338874
Spain,11,3,2,80,311493
Spain,5,4,3,73,315865
Spain,7,4,3,72,327887
Spain,5,3,2,71,277611
Spain,3,4,3,156,1440180
Spain,20,4,3,182,1568395
United States of America,44,2,2,175,1678411
Spain,30,4,3,430,1847100
Spain,2,5,4,197,1633973
Spain,3,4,3,314,1705015
Spain,30,5,4,259,1409916
Spain,5,3,2,60,231707
Spain,3,3,2,72,326795
Spain,4,4,3,83,294006
Spain,4,4,3,133,2295212
United States of America,36,2,2,100,233378
Spain,23,4,3,113,1694085
Spain,4,4,3,94,291820
Spain,3,4,3,219,1967325
Spain,20,4,3,132,1694085
Spain,2,3,2,328,1633973
Spain,5,3,2,59,298378
Spain,8,4,3,90,277611
Spain,4,3,2,67,431719
Portugal,3,4,3,228,855845
Portugal,26,2,1,161,831989
Portugal,5,3,2,120,899851
Portugal,6,2,1,102,737878
Portugal,15,2,1,88,608684
Portugal,7,3,2,138,771989
Portugal,3,4,3,231,855845
Portugal,10,3,2,126,1149809
Portugal,4,2,1,277,494865
Portugal,5,3,2,81,629895
Portugal,5,4,3,212,1156744
Portugal,4,3,2,161,598786
Portugal,4,3,2,153,623530
Portugal,6,3,2,133,1174405
Portugal,7,3,2,122,575568
Portugal,8,4,3,171,1449759
Portugal,26,3,2,184,1532889
Portugal,4,2,1,138,414931
Portugal,4,2,1,70,334271
Portugal,3,2,1,34,390345
Portugal,11,2,1,58,409932
Portugal,3,2,1,34,372264
Portugal,3,2,1,34,388218
Portugal,4,2,1,66,280390
Portugal,5,2,1,65,282523
Portugal,4,1,1,57,203746
Portugal,6,2,1,44,241960
Portugal,6,1,1,40,249959
Portugal,6,2,1,44,234961
Portugal,3,2,1,62,388218
Portugal,6,4,2,80,431928
Portugal,4,2,1,179,440430
Portugal,6,4,3,155,519608
Portugal,3,2,1,62,393536
Portugal,5,2,1,80,659890
Portugal,5,3,2,81,649892
Portugal,11,5,4,161,1399768
Portugal,8,4,3,284,2349610
Portugal,15,6,5,343,3209467
Portugal,4,5,4,239,1289786
Portugal,8,4,3,223,1599734
Portugal,5,5,4,470,4044329
Portugal,15,5,4,284,3849361
Portugal,8,5,4,285,3599403
Portugal,4,4,3,156,831576
Portugal,7,3,2,89,754619
Portugal,4,3,2,158,653222
Portugal,5,4,3,187,1423279
Portugal,10,3,2,119,671888
Portugal,15,3,2,115,789869
Portugal,7,4,3,185,1099817
Portugal,7,2,1,58,534169
Portugal,6,4,3,135,544939
Portugal,5,3,2,95,539910
Portugal,4,3,2,161,687862
Portugal,10,3,2,119,760874
Portugal,4,3,2,163,668067
Portugal,3,3,2,116,633662
Portugal,6,3,2,120,819144
Portugal,6,4,3,220,1092776
Portugal,4,3,2,148,583940
Portugal,8,3,2,140,789869
Portugal,4,4,3,216,830820
Portugal,7,3,2,123,979309
Portugal,4,3,2,148,648273
Portugal,8,4,3,205,574043
United States of America,1,3,3,43,178970
Spain,4,4,3,108,436090
Spain,4,2,1,68,304935
Spain,7,4,3,98,312586
Spain,2,4,3,182,2295212
Spain,20,5,4,267,2174987
Italy,5,8,4,350,1230347
Italy,2,1,1,50,84342
Italy,2,5,3,120,663317
Italy,4,2,1,48,58524
Italy,5,3,2,63,184131
Greece,1,2,2,79,202197
Greece,1,3,2,60,174873
Greece,5,3,2,106,403070
Greece,1,3,2,79,383628
Greece,1,4,3,103,382535
Greece,1,3,2,84,262310
Greece,1,3,2,85,260124
Greece,1,2,1,52,262310
N. Cyprus,2,3,2,130,363251
N. Cyprus,2,4,3,185,403302
N. Cyprus,2,3,2,100,320237
N. Cyprus,1,3,2,143,336700
N. Cyprus,11,3,2,150,374885
N. Cyprus,5,4,3,125,377071
N. Cyprus,3,3,2,262,379257
Cyprus,2,3,2,90,345375
N. Cyprus,2,3,2,135,366141
N. Cyprus,2,3,2,92,342190
N. Cyprus,10,3,2,89,408766
N. Cyprus,2,3,2,164,331166
N. Cyprus,1,3,2,121,366396
N. Cyprus,2,3,2,142,334445
N. Cyprus,1,3,2,98,430113
N. Cyprus,3,3,2,162,337724
N. Cyprus,2,3,2,108,346820
N. Cyprus,2,4,3,105,324592
Cyprus,2,4,3,163,392372
N. Cyprus,5,3,2,110,350840
N. Cyprus,10,2,1,55,319144
N. Cyprus,1,3,2,100,321400
N. Cyprus,1,3,2,186,303378
Cyprus,2,4,3,174,412045
N. Cyprus,2,4,3,160,302731
N. Cyprus,4,4,3,160,389093
N. Cyprus,28,4,3,160,316577
N. Cyprus,1,3,2,80,473990
N. Cyprus,2,3,2,182,338817
N. Cyprus,2,3,2,70,331166
N. Cyprus,2,4,3,160,299471
N. Cyprus,12,3,2,91,340027
N. Cyprus,2,3,2,135,315057
N. Cyprus,20,1,1,122,284335
N. Cyprus,2,3,2,219,282305
N. Cyprus,2,3,2,85,271603
N. Cyprus,2,2,2,144,280448
N. Cyprus,2,4,3,240,433904
N. Cyprus,1,3,2,90,512427
N. Cyprus,2,4,3,142,510412
N. Cyprus,11,2,1,80,276518
N. Cyprus,2,4,3,246,345375
N. Cyprus,2,3,2,81,267775
N. Cyprus,2,3,2,73,242637
N. Cyprus,2,3,2,99,267775
N. Cyprus,2,3,2,105,236079
N. Cyprus,1,2,1,72,244172
N. Cyprus,9,3,2,248,487459
N. Cyprus,2,3,2,115,485273
N. Cyprus,12,1,3,170,271877
N. Cyprus,11,3,2,104,233893
N. Cyprus,2,3,2,90,232800
N. Cyprus,1,2,1,93,231321
N. Cyprus,1,3,2,99,244264
Cyprus,2,2,1,65,217499
N. Cyprus,5,3,2,86,210941
N. Cyprus,2,2,1,43,260124
N. Cyprus,19,3,2,98,232904
N. Cyprus,2,3,2,70,229521
N. Cyprus,1,2,1,100,243600
N. Cyprus,27,3,2,85,219344
N. Cyprus,2,3,2,105,210941
N. Cyprus,2,3,2,79,209583
N. Cyprus,2,3,2,85,208540
N. Cyprus,4,4,3,130,217499
N. Cyprus,5,3,2,80,211775
Cyprus,2,2,1,55,195640
N. Cyprus,2,2,1,64,196344
N. Cyprus,2,3,2,107,210941
N. Cyprus,9,2,1,73,229521
N. Cyprus,12,2,1,47,191268
N. Cyprus,2,2,1,60,204383
N. Cyprus,2,2,1,74,179245
N. Cyprus,2,2,1,73,179245
N. Cyprus,2,1,1,55,180898
N. Cyprus,6,3,2,75,168357
N. Cyprus,2,2,1,69,194301
N. Cyprus,6,2,1,63,179245
N. Cyprus,1,3,2,78,180218
N. Cyprus,3,4,3,96,171693
N. Cyprus,2,3,2,68,199528
N. Cyprus,1,2,1,65,154344
N. Cyprus,1,1,1,43,172966
N. Cyprus,1,3,2,73,180218
N. Cyprus,2,2,1,65,153014
N. Cyprus,1,2,1,52,154473
N. Cyprus,13,2,1,80,173295
N. Cyprus,1,1,1,82,188859
N. Cyprus,13,2,1,89,164106
N. Cyprus,1,1,1,49,152929
N. Cyprus,4,3,2,103,190212
N. Cyprus,1,2,1,60,152986
N. Cyprus,2,2,1,55,170538
N. Cyprus,2,2,1,61,165037
N. Cyprus,2,2,1,48,180218
N. Cyprus,2,2,1,74,134434
N. Cyprus,3,3,2,85,147529
N. Cyprus,1,2,1,50,141416
N. Cyprus,2,2,1,76,179245
N. Cyprus,5,2,1,64,141416
N. Cyprus,3,4,3,119,147549
N. Cyprus,27,2,2,90,160159
N. Cyprus,5,2,1,55,166130
N. Cyprus,5,2,1,55,153014
N. Cyprus,1,2,1,49,122291
N. Cyprus,1,1,1,49,122102
Cyprus,10,2,1,60,121635
N. Cyprus,5,4,3,120,153014
Cyprus,22,1,1,45,149151
N. Cyprus,19,2,1,54,118642
N. Cyprus,1,3,2,75,124364
N. Cyprus,13,3,2,106,134810
N. Cyprus,30,2,1,56,107479
N. Cyprus,4,3,2,112,120745
N. Cyprus,2,3,2,89,114761
N. Cyprus,13,3,2,93,139419
Cyprus,10,3,2,80,155841
N. Cyprus,3,3,2,140,134434
N. Cyprus,13,3,2,98,133658
N. Cyprus,10,2,1,47,108749
N. Cyprus,13,1,1,52,112642
N. Cyprus,2,1,1,43,111889
N. Cyprus,11,2,1,56,118040
Cyprus,9,3,2,112,104983
N. Cyprus,3,3,2,142,102192
N. Cyprus,2,2,1,63,126783
N. Cyprus,14,2,1,59,101645
N. Cyprus,9,1,1,75,114576
N. Cyprus,8,3,2,114,101292
N. Cyprus,4,3,2,102,103479
N. Cyprus,15,1,1,49,104941
N. Cyprus,1,2,1,50,115855
N. Cyprus,10,2,1,54,95634
N. Cyprus,19,1,1,34,97575
N. Cyprus,7,3,2,101,106644
N. Cyprus,14,2,1,71,99459
N. Cyprus,5,3,2,77,95634
N. Cyprus,4,3,2,114,88530
N. Cyprus,13,2,1,56,92178
Cyprus,4,3,2,70,91278
N. Cyprus,10,2,1,55,95634
N. Cyprus,20,2,2,52,98616
N. Cyprus,29,2,1,66,114990
N. Cyprus,10,3,2,94,86213
N. Cyprus,13,2,1,48,94466
N. Cyprus,10,2,1,55,102192
N. Cyprus,13,3,2,83,87480
N. Cyprus,6,3,2,86,89206
N. Cyprus,12,1,2,92,85134
N. Cyprus,9,3,2,86,89297
N. Cyprus,4,3,2,114,81425
N. Cyprus,13,2,1,56,89297
N. Cyprus,8,2,1,75,77120
N. Cyprus,4,1,2,77,79078
N. Cyprus,2,2,2,78,84669
N. Cyprus,20,1,1,34,81105
N. Cyprus,6,3,2,86,86904
N. Cyprus,4,2,1,67,78156
N. Cyprus,5,2,1,91,72401
N. Cyprus,7,2,1,50,79509
N. Cyprus,3,1,2,77,71571
N. Cyprus,13,3,2,83,82875
N. Cyprus,10,2,1,91,73091
N. Cyprus,13,2,1,62,71365
N. Cyprus,4,2,1,72,88515
N. Cyprus,6,2,1,53,73667
N. Cyprus,6,2,1,52,73667
N. Cyprus,16,2,1,62,72516
N. Cyprus,13,1,1,43,80656
N. Cyprus,2,2,1,60,90453
N. Cyprus,13,2,1,62,64459
N. Cyprus,7,1,1,65,59329
N. Cyprus,13,2,1,62,71365
N. Cyprus,10,1,1,64,62041
N. Cyprus,9,1,1,50,57437
N. Cyprus,6,2,1,53,71365
N. Cyprus,4,1,1,65,63361
N. Cyprus,6,1,1,86,57486
N. Cyprus,9,1,1,50,58934
N. Cyprus,10,1,1,54,49380
N. Cyprus,7,1,1,50,55941
N. Cyprus,16,1,1,60,60481
N. Cyprus,4,2,1,77,63938
N. Cyprus,10,1,1,64,48229
N. Cyprus,10,2,1,71,66761
N. Cyprus,10,2,1,71,65610
N. Cyprus,6,1,2,116,75918
N. Cyprus,12,1,1,71,65665
N. Cyprus,5,1,1,64,62041
N. Cyprus,3,1,1,53,61633
N. Cyprus,5,1,1,64,63257
N. Cyprus,16,2,1,62,66761
N. Cyprus,2,2,1,42,69063
N. Cyprus,2,1,1,43,80656
N. Cyprus,13,1,1,44,65562
N. Cyprus,13,3,2,83,97346
N. Cyprus,8,2,1,69,83451
N. Cyprus,27,2,1,62,75854
N. Cyprus,4,1,2,89,69569
N. Cyprus,4,4,3,120,71988
N. Cyprus,9,2,1,77,74530
N. Cyprus,10,3,2,95,83911
N. Cyprus,9,3,2,85,87249
N. Cyprus,13,3,2,83,82875
Cyprus,13,2,1,82,79079
N. Cyprus,13,2,1,56,87569
N. Cyprus,8,2,1,76,78847
N. Cyprus,16,2,1,62,76545
N. Cyprus,6,3,2,86,89206
N. Cyprus,8,2,1,76,76545
N. Cyprus,10,3,2,95,85062
N. Cyprus,27,2,1,65,82300
N. Cyprus,27,2,1,61,85753
N. Cyprus,13,1,1,48,92178
N. Cyprus,13,2,1,56,86417
N. Cyprus,27,2,1,61,93120
N. Cyprus,5,3,2,112,97724
N. Cyprus,8,3,2,114,98414
N. Cyprus,4,2,1,72,91969
N. Cyprus,6,3,2,86,91508
N. Cyprus,8,1,1,54,110000
Cyprus,9,3,2,112,104983
N. Cyprus,9,2,1,42,97273
N. Cyprus,3,1,1,48,118277
N. Cyprus,10,1,1,46,120231
Cyprus,9,3,2,112,105104
N. Cyprus,11,2,1,57,126783
N. Cyprus,11,2,1,56,108749
Cyprus,2,1,1,53,128954
N. Cyprus,2,2,1,96,210941
N. Cyprus,1,1,1,49,122132
N. Cyprus,2,1,1,78,107468
N. Cyprus,2,1,1,62,116889
N. Cyprus,10,1,1,64,128482
N. Cyprus,2,1,1,63,126201
N. Cyprus,2,2,1,90,153014
N. Cyprus,3,1,1,48,118152
N. Cyprus,9,2,1,63,121318
Cyprus,3,4,3,125,124201
N. Cyprus,2,2,1,112,149521
N. Cyprus,2,1,1,47,130447
Cyprus,5,4,3,110,153619
N. Cyprus,3,4,3,119,134434
N. Cyprus,2,3,2,105,185518
N. Cyprus,2,2,1,90,175966
N. Cyprus,8,2,1,162,147909
N. Cyprus,10,2,1,69,172687
N. Cyprus,9,3,2,81,143178
N. Cyprus,6,1,2,151,144002
N. Cyprus,10,2,1,57,134434
N. Cyprus,2,3,2,94,153014
N. Cyprus,2,3,3,136,145590
Cyprus,2,2,1,84,149888
N. Cyprus,3,3,2,84,158692
N. Cyprus,19,3,2,98,146988
N. Cyprus,2,2,1,60,160909
N. Cyprus,14,2,1,69,144270
N. Cyprus,9,2,1,60,159921
N. Cyprus,2,2,1,55,166130
N. Cyprus,10,1,1,55,144250
N. Cyprus,11,3,2,85,182524
N. Cyprus,1,2,1,50,196106
N. Cyprus,2,1,1,79,150020
N. Cyprus,3,3,2,74,158479
N. Cyprus,6,1,1,50,174119
N. Cyprus,11,2,1,69,149735
N. Cyprus,5,4,3,125,192711
N. Cyprus,13,3,2,95,153603
N. Cyprus,3,3,2,84,172687
N. Cyprus,1,2,1,60,167128
N. Cyprus,2,2,1,55,179245
Cyprus,22,2,1,54,170984
Cyprus,2,2,1,57,191268
N. Cyprus,2,2,1,60,179245
N. Cyprus,1,3,2,67,186412
N. Cyprus,3,2,1,60,164277
N. Cyprus,10,3,2,80,154841
N. Cyprus,1,3,2,70,173782
N. Cyprus,2,3,2,135,186003
N. Cyprus,2,1,1,115,198342
N. Cyprus,13,3,2,130,216406
N. Cyprus,2,2,1,90,181041
N. Cyprus,5,3,2,78,179984
N. Cyprus,2,2,1,67,170501
N. Cyprus,5,4,3,133,191268
N. Cyprus,1,2,1,65,173490
N. Cyprus,2,3,2,90,192964
N. Cyprus,12,3,2,87,179245
N. Cyprus,2,2,1,60,191268
N. Cyprus,6,3,2,77,205490
N. Cyprus,27,2,1,66,195362
N. Cyprus,10,2,1,68,184873
N. Cyprus,1,1,1,60,186061
N. Cyprus,2,2,1,96,198918
N. Cyprus,2,3,2,79,191268
N. Cyprus,2,3,2,89,208755
N. Cyprus,2,3,2,120,204383
N. Cyprus,2,2,1,93,229521
N. Cyprus,9,3,2,96,218592
N. Cyprus,2,3,2,89,239856
Cyprus,2,2,2,75,202395
N. Cyprus,5,4,3,143,231408
N. Cyprus,7,3,2,81,204383
N. Cyprus,5,3,2,95,210941
N. Cyprus,10,3,2,93,249689
N. Cyprus,4,3,2,92,204383
N. Cyprus,1,2,1,142,237746
N. Cyprus,2,1,1,93,191357
N. Cyprus,2,2,1,78,222963
N. Cyprus,12,2,1,85,224056
N. Cyprus,1,2,1,105,233632
N. Cyprus,5,2,1,60,217499
N. Cyprus,10,3,2,109,217499
N. Cyprus,2,3,2,85,208062
N. Cyprus,2,2,1,60,231707
N. Cyprus,1,3,2,95,205835
N. Cyprus,3,3,2,86,208573
N. Cyprus,1,3,2,60,256245
N. Cyprus,1,3,2,120,256602
N. Cyprus,2,2,1,93,224056
N. Cyprus,13,4,3,155,249440
N. Cyprus,2,2,1,142,236079
N. Cyprus,9,3,2,94,280890
N. Cyprus,2,3,2,112,266507
N. Cyprus,2,4,3,135,281088
N. Cyprus,2,2,1,73,242637
N. Cyprus,10,4,3,5,555223
N. Cyprus,2,4,3,140,510412
N. Cyprus,11,4,3,134,543200
N. Cyprus,5,4,3,130,265589
N. Cyprus,8,3,2,145,287448
N. Cyprus,2,3,2,144,280890
N. Cyprus,2,3,2,110,472158
N. Cyprus,1,4,3,100,512414
N. Cyprus,2,3,2,90,246811
N. Cyprus,2,3,2,151,363955
N. Cyprus,1,3,2,75,261475
N. Cyprus,1,3,2,75,512427
N. Cyprus,2,3,2,130,498389
N. Cyprus,1,4,3,165,596293
N. Cyprus,2,4,3,134,592383
N. Cyprus,2,3,2,105,307121
N. Cyprus,2,3,2,70,294006
N. Cyprus,2,2,1,78,292913
N. Cyprus,1,2,1,133,255834
N. Cyprus,2,2,1,133,242637
Cyprus,2,3,2,112,266682
N. Cyprus,1,2,1,87,268994
N. Cyprus,2,2,1,118,267775
Cyprus,22,3,2,92,268971
N. Cyprus,2,3,2,219,301625
N. Cyprus,2,4,3,320,674333
N. Cyprus,12,4,3,164,460135
N. Cyprus,10,3,2,80,281529
N. Cyprus,2,3,2,90,277611
N. Cyprus,2,3,2,121,311493
N. Cyprus,2,2,1,87,267775
N. Cyprus,1,3,2,154,319993
N. Cyprus,1,3,2,115,307130
N. Cyprus,1,3,2,80,486802
N. Cyprus,1,2,1,117,319025
N. Cyprus,2,3,2,108,329418
N. Cyprus,25,3,2,273,743014
N. Cyprus,9,4,3,178,380425
N. Cyprus,25,3,2,269,768014
N. Cyprus,8,4,3,172,753048
N. Cyprus,1,4,3,105,448365
N. Cyprus,1,3,2,137,332845
N. Cyprus,2,4,3,163,321000
N. Cyprus,25,4,3,162,376786
N. Cyprus,2,3,2,70,301823
N. Cyprus,11,3,2,113,280890
N. Cyprus,7,2,1,85,337306
N. Cyprus,8,4,3,155,880924
N. Cyprus,12,3,2,80,274333
N. Cyprus,2,4,3,130,267775
N. Cyprus,1,3,2,81,314972
N. Cyprus,5,4,3,125,358682
N. Cyprus,5,2,1,130,383628
Cyprus,2,3,2,90,307121
N. Cyprus,2,4,3,157,325702
N. Cyprus,13,3,2,136,285675
N. Cyprus,5,3,2,80,306028
N. Cyprus,2,1,1,78,300599
N. Cyprus,25,2,1,121,351842
N. Cyprus,11,3,2,92,289634
N. Cyprus,28,3,2,129,356937
Cyprus,2,3,2,95,358490
N. Cyprus,2,4,3,170,354784
N. Cyprus,2,4,3,141,380349
N. Cyprus,2,3,2,144,332259
N. Cyprus,2,3,2,135,425161
N. Cyprus,2,3,2,100,427347
N. Cyprus,2,3,2,126,344282
N. Cyprus,25,3,2,129,363658
N. Cyprus,19,4,3,117,312436
N. Cyprus,1,3,2,98,300949
N. Cyprus,5,4,3,230,356304
N. Cyprus,5,4,3,100,383628
Greece,1,2,1,70,174873
Greece,1,2,1,51,144270
Serbia,4,2,1,57,74293
Greece,1,3,2,120,404395
Greece,1,5,4,147,300564
Serbia,5,3,2,72,216285
Serbia,6,3,2,72,221214
Spain,5,4,3,91,384721
Greece,1,5,4,176,202197
Serbia,4,2,1,64,84155
Greece,1,3,2,87,437183
Greece,2,4,3,120,306028
Greece,2,4,3,120,306028
Greece,1,3,2,120,289634
Greece,1,2,1,67,289634
Greece,1,2,1,60,284169
Greece,1,3,2,165,360676
