country,building_total_floors,apartment_rooms,apartment_bedrooms,apartment_total_area,price_in_USD
Greece,1,2,1,62,179343
Greece,1,6,4,200,364121
Greece,5,3,2,106,381856
Greece,1,4,3,100,385860
Greece,1,2,1,38,217386
Greece,1,3,2,170,217386
Greece,1,4,3,135,353252
Greece,1,3,2,85,347817
Greece,1,3,2,109,336948
Greece,2,3,2,109,320644
Greece,1,2,1,52,211951
Greece,1,3,2,85,217386
Greece,1,4,3,96,358686
Greece,1,3,2,75,374990
Greece,1,3,2,83,365208
Greece,1,3,2,88,396729
Greece,8,2,1,76,246856
Greece,1,3,2,80,304340
Greece,1,2,1,120,304340
United States of America,4,5,5,1160,4354555
Greece,1,2,1,46,139127
Serbia,4,2,1,43,65965
Greece,2,4,3,120,304340
Finland,2,4,2,110,478683
Russia,26,1,1,38,457714
Russia,19,1,1,44,297335
Russia,9,1,1,48,208939
Russia,29,2,2,57,261388
Russia,22,3,2,90,481554
Russia,4,2,2,86,230894
Russia,12,2,1,58,268092
Russia,4,4,3,100,357812
Russia,19,2,2,77,439233
Russia,21,3,3,92,733226
Russia,22,2,2,101,781109
Russia,21,4,4,123,1185875
Russia,20,4,3,136,1090843
Russia,26,4,4,141,1428495
Russia,9,1,1,45,240622
Russia,26,3,2,75,767748
Russia,29,5,4,117,590505
Russia,26,2,2,70,665401
Russia,29,5,4,100,517985
Russia,9,2,2,56,292338
Russia,21,2,2,68,558266
Russia,20,1,1,40,255650
Russia,11,1,1,50,325596
Russia,29,4,3,88,397674
Russia,21,1,1,53,471108
Russia,22,1,1,41,330455
Russia,4,4,3,132,475476
Russia,29,2,1,45,280994
Russia,20,2,2,60,390450
Russia,29,2,1,33,195110
Belarus,25,1,1,30,42900
Belarus,18,2,1,60,69054
Belarus,22,1,1,40,75000
Belarus,10,1,1,51,80000
Belarus,18,3,2,86,98765
Belarus,26,1,1,32,95000
Belarus,6,3,3,102,169000
Belarus,9,2,1,63,120000
Belarus,18,3,2,84,115080
Belarus,25,2,2,60,132000
Belarus,19,2,2,67,116500
Belarus,19,2,2,65,137000
Belarus,11,3,3,121,187000
Belarus,9,3,3,71,210000
Belarus,6,3,2,110,248774
Belarus,30,3,3,98,239000
Belarus,19,1,1,110,270000
Belarus,26,3,2,101,320000
Belarus,19,4,3,144,318183
Belarus,25,3,2,141,490000
Belarus,5,2,2,44,49900
Belarus,19,3,2,79,104900
Belarus,6,5,4,170,899999
Belarus,20,3,2,92,249000
Belarus,5,4,3,101,77500
Belarus,12,2,2,84,164200
Belarus,7,3,3,126,135000
Belarus,5,2,1,48,138390
Belarus,6,3,3,102,169000
Belarus,19,2,2,63,110000
Belarus,25,3,3,68,132000
Belarus,9,3,3,80,119300
Belarus,19,1,1,45,107900
Belarus,9,3,3,86,120000
Belarus,7,3,2,68,129000
Belarus,13,2,2,83,119000
Belarus,19,2,1,76,183015
Belarus,16,3,3,98,170000
Belarus,19,2,1,68,152504
Belarus,30,2,2,63,155000
Belarus,25,3,3,63,104000
Belarus,10,2,1,53,67000
Belarus,15,1,1,51,83950
Belarus,9,1,1,41,54500
Belarus,7,1,1,50,68000
Belarus,5,3,3,69,76500
Belarus,9,2,2,61,69500
Belarus,4,2,1,54,32838
Belarus,16,3,2,78,67500
Belarus,14,3,2,88,79000
Belarus,10,3,2,80,62500
Belarus,9,1,1,41,33000
Belarus,7,2,1,61,78000
Austria,2,4,3,90,308540
Austria,3,2,1,46,246443
Belarus,20,1,1,30,63000
Austria,5,4,3,100,452980
Austria,3,1,1,33,188969
Austria,3,4,2,70,240268
Austria,7,2,1,43,160831
Belarus,9,1,1,33,58900
Belarus,9,1,1,34,45500
Belarus,18,1,1,50,57547
Austria,5,3,2,79,317913
Belarus,9,2,1,58,41500
Belarus,11,3,2,86,59000
Austria,3,3,1,62,325621
Spain,4,4,3,108,439119
Spain,3,4,3,432,2119510
Spain,3,2,2,133,1684739
United States of America,42,2,2,75,340834
Spain,4,3,2,81,281514
Spain,2,5,4,252,1369529
Spain,3,3,2,80,353252
Spain,3,3,2,104,270645
Spain,3,3,2,90,1402137
Spain,4,5,4,173,1630392
Spain,2,3,2,116,2499935
Spain,24,4,3,345,1483657
Spain,2,4,3,117,1184752
Spain,4,3,2,129,276080
United States of America,3,2,2,197,863975
Spain,2,4,3,215,1152144
United States of America,4,2,2,259,867600
Spain,3,3,2,63,255227
United States of America,47,3,3,168,880859
Spain,4,4,3,169,1070624
Spain,4,3,2,84,566290
Spain,3,3,2,91,651070
Spain,7,5,4,134,426076
Spain,5,3,2,103,370643
United States of America,16,2,2,99,291970
United States of America,42,2,2,80,232586
United States of America,28,2,2,83,297239
United States of America,2,2,2,560,2873313
United States of America,2,3,3,153,1471334
Spain,3,4,4,92,324992
United States of America,22,2,5,86,239996
United States of America,20,2,6,111,249959
United States of America,30,2,2,112,289200
United States of America,40,1,1,58,234071
Spain,5,3,2,62,292384
Spain,3,3,2,66,272819
United States of America,1,3,3,161,966028
Spain,2,3,2,140,244559
Spain,3,3,2,80,248907
United States of America,48,2,2,87,259309
United States of America,2,2,2,99,282073
Spain,2,3,2,106,293471
Spain,4,3,2,158,335861
United States of America,3,3,3,166,1188957
United States of America,1,2,2,90,267227
Spain,11,3,2,80,184778
United States of America,17,2,2,78,215994
United States of America,2,3,3,176,866948
United States of America,3,3,3,178,544351
United States of America,3,3,3,178,549909
Spain,3,2,1,70,272819
Spain,4,4,3,110,374990
United States of America,7,2,2,140,198159
Spain,5,3,2,73,440206
United States of America,3,3,3,183,465661
Spain,3,3,2,98,377164
Spain,34,3,2,105,458684
United States of America,2,3,3,200,406227
United States of America,13,2,2,100,274281
United States of America,38,2,2,110,338944
Spain,4,4,4,126,373903
United States of America,49,2,2,132,321662
United States of America,3,3,3,200,406227
Spain,4,3,2,80,316296
United States of America,40,2,2,120,169244
Spain,4,3,2,60,358686
Spain,4,4,3,148,326078
Spain,3,4,3,106,374990
Spain,4,3,2,109,368469
United States of America,13,2,2,120,296919
United States of America,30,2,2,140,264543
Spain,5,4,3,98,516291
United States of America,38,3,3,112,276432
Spain,3,4,3,85,309775
Spain,3,3,2,52,316296
United States of America,7,2,2,94,194044
United States of America,3,3,3,168,589525
United States of America,3,3,3,202,997334
Spain,3,4,3,123,538029
Spain,30,4,3,73,395642
United States of America,3,3,3,205,505307
United States of America,29,2,2,100,232586
Spain,3,3,2,94,591289
United States of America,43,3,3,105,341457
Spain,3,3,2,71,603245
United States of America,12,2,2,108,279405
United States of America,4,3,3,205,719881
United States of America,1,3,3,216,729686
Spain,4,4,3,104,485857
United States of America,4,3,3,220,1362347
United States of America,26,3,3,97,494408
United States of America,26,2,2,100,386411
United States of America,3,3,3,222,842178
Spain,4,4,3,118,371729
Spain,3,4,3,100,586941
United States of America,34,3,3,200,663119
United States of America,4,3,3,226,1089877
Spain,4,1,1,50,433684
United States of America,2,3,3,250,1684356
Spain,4,3,2,90,461944
United States of America,3,3,3,257,1406932
Spain,7,3,2,64,402163
United States of America,4,3,3,273,663834
United States of America,3,3,3,280,1436656
Spain,3,4,3,108,434771
Spain,4,4,3,121,385974
Spain,4,4,3,106,410859
Spain,3,4,3,99,539116
Spain,4,4,3,78,402163
Spain,2,4,3,87,403250
United States of America,1,3,3,280,699884
United States of America,4,3,3,298,886764
United States of America,8,2,2,80,438927
Spain,3,4,3,196,433684
United States of America,48,3,3,170,538206
Spain,5,5,4,115,653244
Spain,3,3,2,77,433684
Spain,4,3,2,77,538029
Spain,4,3,2,76,444554
United States of America,25,2,2,138,470629
United States of America,3,3,3,318,885808
Spain,3,4,3,94,354339
United States of America,2,3,3,318,886764
Spain,3,4,3,113,445641
United States of America,42,3,3,139,390943
Spain,4,3,2,214,565203
Spain,4,3,2,98,402163
United States of America,3,3,3,339,1651659
Spain,4,5,4,80,445641
Spain,3,3,2,115,603245
Spain,5,3,2,124,467379
Spain,4,3,2,76,543464
Spain,4,3,2,83,383686
United States of America,41,2,2,112,386932
Spain,4,3,2,90,542377
Spain,3,4,3,106,374990
Spain,3,3,2,97,476075
Spain,4,4,3,93,516291
Spain,4,4,3,116,483683
Spain,5,4,3,122,443467
Spain,3,4,3,80,440206
Spain,2,3,2,71,234776
United States of America,2,3,3,348,1872607
United States of America,24,3,3,88,371149
United States of America,4,3,3,400,1634816
United States of America,4,3,3,400,1634816
United Arab Emirates,70,3,3,1165,18151700
United States of America,1,8,8,1169,3958236
United States of America,2,3,3,105,187950
United States of America,10,2,2,103,244463
United States of America,2,3,3,105,189868
United States of America,3,3,3,133,344943
United States of America,1,3,3,136,450956
United States of America,4,2,2,93,236801
United States of America,3,3,3,138,454924
United States of America,4,3,3,149,390943
United States of America,1,3,3,149,339944
United States of America,2,3,3,150,406227
Spain,3,4,3,150,211951
United States of America,2,3,3,160,394934
United States of America,2,3,3,160,489189
United States of America,42,2,2,102,217741
United States of America,9,2,2,110,158357
United States of America,1,3,3,171,339944
United States of America,1,3,3,178,489189
United States of America,3,3,3,180,306816
United States of America,1,3,3,180,587223
United States of America,3,3,3,180,306816
United States of America,3,3,3,180,326611
United States of America,4,3,3,180,323512
United States of America,32,2,2,120,195193
United States of America,3,3,3,185,671532
United States of America,4,3,3,185,653222
Spain,3,3,2,72,336948
United States of America,12,2,2,106,297951
United States of America,15,2,2,149,257607
United States of America,13,2,2,140,267515
United States of America,3,2,2,84,227883
United States of America,18,3,3,105,230200
United States of America,29,2,2,129,420635
Spain,4,3,2,99,483683
Spain,4,2,1,50,315209
Spain,3,2,1,46,307601
Spain,4,4,3,168,614114
United States of America,40,2,2,98,277423
Spain,4,3,2,142,489118
Spain,4,4,3,135,597810
Spain,3,4,3,102,530421
Spain,4,4,3,128,302166
Spain,2,3,2,173,539116
Spain,4,3,2,86,293471
Spain,3,4,3,103,542377
Spain,4,3,2,99,435858
United States of America,1,2,2,116,431349
Spain,3,4,3,101,467379
Spain,3,5,4,127,654331
Spain,4,3,2,101,232603
United States of America,14,3,3,196,728392
Spain,3,4,3,81,359773
Spain,4,4,3,123,695634
Spain,4,5,4,126,585854
Spain,3,3,2,92,551073
Spain,4,3,2,75,457597
United States of America,30,3,3,175,597901
United States of America,5,2,2,133,494408
Spain,4,4,3,83,554333
Spain,28,4,3,381,845229
Spain,4,4,3,120,781501
Spain,4,4,3,129,433684
Spain,3,4,3,123,864108
United States of America,29,3,3,200,831373
United States of America,4,2,2,97,689298
United States of America,25,2,2,99,489919
Spain,4,4,3,93,922802
Spain,6,3,2,91,798892
Spain,24,4,3,325,788023
Spain,7,3,2,70,803240
Spain,4,3,2,84,374990
Spain,4,3,2,80,801066
Spain,4,4,3,138,945628
United States of America,33,2,2,155,885808
Spain,30,4,3,135,592376
Spain,4,3,2,101,832587
Spain,6,4,3,149,1081494
Spain,4,4,3,124,415329
United States of America,40,2,2,343,801681
United States of America,17,3,3,192,841187
Spain,4,4,3,88,527160
United States of America,9,3,3,180,588889
Spain,4,4,3,98,391294
Spain,4,3,2,76,978235
Spain,4,4,3,134,945628
Spain,4,4,3,129,805414
United States of America,13,3,3,192,840280
Spain,4,4,3,122,538029
United States of America,47,3,3,196,841270
United States of America,4,3,3,185,830383
Spain,4,5,4,119,767371
Spain,4,4,3,144,634766
Spain,4,4,3,83,580420
United States of America,8,3,3,156,587223
Spain,2,3,2,116,1076059
Spain,3,4,3,199,933671
United States of America,41,3,3,153,787684
United States of America,20,3,3,137,415144
United States of America,30,2,2,95,564906
United States of America,20,4,4,392,842178
Spain,4,4,3,88,635853
United States of America,19,2,2,120,661853
United States of America,12,3,3,144,886764
Spain,3,3,2,99,657592
Spain,3,3,2,85,744546
Spain,2,3,2,135,923889
Spain,3,4,3,89,739111
Spain,3,3,2,72,614114
United States of America,24,3,3,160,653222
Spain,3,3,2,89,658678
Spain,4,3,2,109,673895
Spain,4,4,3,76,1086928
United States of America,37,2,2,233,764665
Spain,3,4,3,100,607593
Spain,4,4,3,95,697808
Spain,4,3,2,73,684765
Spain,44,2,1,84,684765
Spain,3,4,3,103,582594
Spain,3,4,3,125,673895
Spain,4,5,4,152,672809
Spain,6,4,3,97,1054320
Spain,4,4,3,117,701069
Spain,5,4,3,90,820631
Spain,4,4,3,112,739111
United States of America,28,3,3,202,1184003
Spain,6,4,3,147,1249967
Spain,3,3,2,210,923889
United States of America,30,3,3,300,787684
United States of America,10,3,3,196,1184994
Spain,45,4,3,150,1353226
United States of America,16,3,3,183,974838
Spain,24,5,4,202,1069537
Spain,24,4,3,147,595637
Spain,4,4,3,125,514117
Spain,3,4,3,93,538029
United States of America,19,3,3,119,366200
Spain,3,3,2,86,455423
United States of America,42,3,3,200,673742
Spain,6,4,3,91,544532
Spain,3,4,3,107,642375
Spain,3,3,2,72,369556
Spain,3,4,3,130,809761
Spain,3,4,3,126,832587
Spain,4,5,4,110,728242
Spain,4,4,3,143,1054320
United States of America,13,3,3,174,692811
Spain,3,4,3,114,1081494
Spain,3,4,3,116,710851
United States of America,44,2,2,155,886764
Spain,3,4,3,122,616288
Spain,23,3,2,105,1038016
Spain,4,4,3,101,1038016
Spain,3,4,3,200,1141275
Spain,4,3,2,67,542377
Spain,3,4,3,135,717373
Spain,4,5,4,136,706503
Spain,5,3,2,81,507595
United States of America,48,3,3,151,832270
Spain,3,3,2,77,570637
United States of America,43,3,3,141,959841
Spain,6,4,3,80,755415
United States of America,26,2,2,110,588204
Spain,4,5,4,96,524986
Spain,3,4,3,147,1070624
Spain,4,4,3,261,918454
Spain,4,4,3,122,516291
Spain,3,4,3,269,777154
Spain,2,4,3,119,506509
United States of America,16,2,2,100,842178
Spain,5,4,3,126,858673
Spain,3,4,3,124,403250
Spain,3,3,2,111,739111
Spain,4,3,2,67,353252
United States of America,17,3,3,108,348385
United States of America,17,3,3,196,837224
Spain,2,4,3,186,413033
Spain,4,5,4,145,881499
Spain,6,3,2,112,1070624
Spain,4,4,3,173,380425
Spain,4,3,2,95,378251
Spain,7,4,3,83,365208
Spain,24,4,3,156,429337
United States of America,34,2,2,111,293951
United States of America,3,8,8,1169,3958236
Spain,3,2,1,72,815196
Spain,2,5,4,208,921715
Spain,3,4,3,117,783675
Spain,3,3,2,214,923889
Spain,6,4,3,101,970627
United States of America,11,3,3,192,841187
Spain,3,4,3,107,972801
Spain,3,3,2,8,516291
United States of America,48,3,3,175,586243
Spain,3,4,3,96,726068
United States of America,17,3,3,175,653222
Spain,4,4,3,195,749980
United States of America,10,4,4,394,886764
United States of America,38,3,3,168,464183
Spain,4,3,2,95,673895
United States of America,2,7,7,1178,5424616
United States of America,4,3,3,200,940267
Spain,4,4,3,94,978235
Spain,2,4,3,283,1042364
Spain,4,4,3,112,760850
Spain,3,3,2,91,460858
Spain,3,3,2,111,630418
Spain,4,3,2,86,951062
Spain,4,4,3,115,492378
Spain,4,4,3,81,755415
United States of America,38,3,3,262,843860
Spain,6,3,2,74,851065
United States of America,32,2,2,233,772822
Spain,3,3,2,80,739111
Spain,2,4,3,168,757589
Spain,34,4,3,129,495639
United States of America,27,2,2,96,460721
Spain,3,4,3,121,684765
Spain,3,4,3,136,770632
Spain,3,3,2,92,390207
United States of America,37,3,3,153,749876
Spain,3,4,3,114,663026
Spain,4,4,3,148,755415
United States of America,1,3,3,169,842178
United States of America,44,3,3,152,871902
Spain,3,2,2,110,375370
Spain,5,3,2,73,369556
Spain,4,4,3,125,670635
Spain,3,4,3,93,373903
Spain,3,5,4,120,686939
United States of America,11,3,3,155,710746
Spain,4,4,3,100,751067
Spain,3,4,4,150,649091
Spain,2,3,2,150,326078
Spain,3,3,2,68,334774
Spain,4,4,3,107,651070
United States of America,20,3,3,151,832270
Spain,3,4,3,103,826065
Spain,4,4,3,149,684765
Spain,4,4,3,85,368469
Spain,3,3,2,81,456510
Spain,3,4,3,90,461944
United States of America,3,3,3,155,787684
United States of America,4,2,2,95,749876
Spain,4,4,3,101,635853
Spain,5,4,3,115,783675
Spain,6,4,3,116,597810
United States of America,19,3,3,196,836321
Spain,4,4,3,151,706712
United States of America,22,3,3,296,623530
United States of America,35,3,3,125,411181
Spain,3,4,3,139,645635
United States of America,35,4,4,392,688604
Spain,4,4,3,123,717373
Spain,5,3,2,85,348904
Spain,3,4,3,70,283688
Spain,7,3,2,75,381512
United States of America,34,2,2,104,345416
Spain,3,4,3,123,548899
Spain,6,4,3,72,351078
Spain,3,3,2,80,472814
Spain,3,3,2,67,429337
Spain,3,4,3,103,641288
Spain,4,4,3,92,607593
Spain,1,4,3,200,565203
Spain,4,3,2,97,318470
Spain,5,4,3,99,527160
Spain,3,5,4,116,530421
United States of America,8,2,2,99,292285
United States of America,37,3,3,168,588889
United States of America,29,2,2,140,267515
Spain,6,4,3,148,507595
Spain,8,3,2,63,280427
Spain,6,4,3,130,415207
Spain,2,3,2,120,303253
Spain,4,4,3,190,376077
Spain,4,4,3,106,363034
Spain,4,3,2,60,358686
Spain,5,4,3,92,353252
United States of America,1,3,3,192,519608
United States of America,39,2,2,149,257330
United States of America,4,3,3,192,430532
United States of America,25,2,2,100,198159
Spain,4,3,2,96,216299
United States of America,22,2,2,93,236801
United States of America,4,3,3,203,455858
United States of America,3,3,3,203,434928
United States of America,3,3,3,209,389384
United States of America,4,3,3,210,274954
United States of America,2,3,3,210,717554
United States of America,2,3,3,210,272176
United States of America,2,3,3,216,282073
United States of America,2,3,3,222,293121
United States of America,4,3,3,230,395892
United States of America,3,3,3,254,434491
United States of America,4,3,3,258,781886
United States of America,1,3,3,258,781886
United States of America,1,3,3,300,553259
United States of America,4,4,4,100,1461426
United States of America,3,4,4,100,1461426
United States of America,1,4,4,155,574663
United States of America,1,4,4,159,940267
United States of America,2,4,4,162,479386
United States of America,3,4,4,177,525123
United States of America,4,4,4,209,524557
United States of America,1,4,4,214,1436656
United States of America,1,4,4,215,494408
United States of America,2,4,4,215,494408
United States of America,1,4,4,224,943239
United States of America,4,4,4,224,942223
United States of America,4,4,4,225,1213727
United States of America,2,4,4,227,1213727
United States of America,3,4,4,238,2130215
United States of America,4,4,4,238,2130215
United States of America,1,4,4,241,1535736
United States of America,3,4,4,241,1518343
United States of America,3,4,4,262,1297945
United States of America,1,4,4,269,1089877
United States of America,1,4,4,269,1089877
United States of America,1,7,7,1262,5449386
United States of America,2,4,4,270,1382162
United States of America,4,4,4,270,1382162
United States of America,2,4,4,285,1337577
United States of America,3,4,4,295,644018
United States of America,1,4,4,309,1139417
United States of America,1,4,4,309,969935
United States of America,1,4,4,309,969935
United States of America,4,4,4,320,2427454
United States of America,4,4,4,322,1421492
United States of America,4,4,4,322,1436656
United States of America,3,4,4,323,1560506
United States of America,3,4,4,360,749876
United States of America,4,4,4,365,1778481
United States of America,34,2,2,102,219720
United States of America,3,4,4,365,1778481
United States of America,3,4,4,370,1188957
United States of America,4,4,4,400,1213727
United States of America,2,4,4,410,866013
Spain,4,3,2,86,277167
United States of America,3,4,4,410,824863
United States of America,1,4,4,412,1287046
United States of America,3,4,4,418,1382162
United States of America,1,4,4,418,975438
United States of America,4,4,4,418,985843
United States of America,3,4,4,450,1382162
United States of America,3,4,4,456,4458589
United States of America,34,2,2,100,216751
United States of America,1,4,4,463,1616300
United States of America,1,4,4,463,1088886
United States of America,4,4,4,463,1634816
United States of America,1,4,4,484,1386126
United States of America,3,4,4,484,1386126
United States of America,4,4,4,485,885808
United States of America,3,4,4,485,885808
United States of America,3,4,4,501,2194636
United States of America,3,4,4,515,2701962
United States of America,3,4,4,615,1382162
United States of America,1,4,4,725,3665951
United States of America,2,4,4,725,3665951
Spain,4,3,2,84,255428
Spain,3,3,2,80,472814
United States of America,1,5,5,757,1454491
Spain,3,3,2,73,434771
Spain,2,4,3,87,436945
United States of America,1,9,9,1305,8867637
United States of America,48,3,3,1322,455767
Spain,3,4,3,90,369556
Spain,4,2,1,99,354339
Spain,2,4,3,170,478248
Spain,4,3,2,81,407598
United States of America,1,3,3,1452,390943
Spain,4,5,4,91,407598
United States of America,2,9,9,1524,7876840
United States of America,24,3,3,116,196956
United States of America,1,5,5,166,584571
Spain,3,4,3,77,366295
United States of America,2,5,5,230,1114647
Spain,7,3,2,62,418467
Spain,4,4,3,79,498900
Spain,4,3,2,120,538029
United States of America,1,5,5,230,1124813
United States of America,4,5,5,282,1530782
Spain,3,2,1,119,282601
Spain,6,3,2,73,380425
Spain,3,4,3,106,374990
United States of America,2,5,5,285,1144073
Spain,3,3,2,74,538029
Spain,4,4,3,245,510856
Spain,5,4,3,105,368469
United States of America,3,5,5,300,980890
Spain,4,3,2,76,344556
Spain,4,4,3,116,499987
Spain,3,3,2,92,440206
Spain,2,4,3,80,488031
United States of America,43,2,2,96,460224
Spain,3,4,3,138,617375
Spain,4,3,2,105,755415
Spain,4,3,2,104,369665
Spain,4,4,3,112,806501
United States of America,2,5,5,310,2229294
Spain,3,3,2,72,407598
United States of America,41,3,3,155,787684
United States of America,4,5,5,356,841187
United States of America,2,5,5,356,840280
Spain,5,5,4,113,646722
United States of America,17,2,2,138,470629
United States of America,1,5,5,356,791647
Spain,4,4,3,105,620636
Spain,4,3,2,104,678243
Spain,3,4,3,132,644548
Spain,6,2,1,63,445641
Spain,3,3,2,73,435858
United States of America,27,3,3,180,594901
Spain,4,4,3,88,494552
Spain,4,3,2,111,395642
Spain,5,3,2,74,558681
United States of America,4,5,5,405,985843
Spain,3,4,3,97,361947
United States of America,29,3,3,180,589525
Spain,3,4,3,100,494552
Spain,3,3,2,66,381512
Spain,5,4,3,107,543464
Spain,2,4,3,80,488031
Spain,3,4,3,117,684765
United States of America,2,5,5,405,994835
Spain,4,4,3,138,434900
Spain,5,4,3,111,435858
United States of America,27,3,3,141,455767
United States of America,22,2,2,93,495399
Spain,3,4,3,99,373903
United States of America,2,5,5,421,2526534
United States of America,3,5,5,456,4458589
United States of America,48,2,2,116,411181
Spain,4,3,2,105,570637
Spain,4,3,2,84,433684
United States of America,3,5,5,470,1689720
United States of America,4,5,5,475,3467791
Spain,30,2,1,78,436945
United States of America,1,7,7,1623,16843557
United States of America,9,3,3,151,398934
United States of America,3,5,5,513,1679402
Spain,6,3,2,330,380425
United States of America,25,2,2,215,489916
Spain,4,4,3,106,494552
Spain,3,3,2,107,554333
Spain,7,4,3,80,444554
United States of America,4,5,5,531,2476994
United States of America,4,5,5,533,3616411
Spain,4,5,4,126,429337
Spain,3,3,2,64,377164
United States of America,1,5,5,533,4904447
United States of America,3,5,5,534,2172456
United States of America,4,5,5,545,2526534
Spain,7,3,2,59,419554
Spain,7,4,3,74,400550
Spain,2,4,3,118,474988
Spain,6,3,2,336,385860
United States of America,45,3,3,174,563764
Spain,30,3,2,108,576072
Spain,3,4,3,130,538029
Spain,4,3,2,80,619549
Spain,3,4,3,124,409772
Spain,3,4,3,81,420641
United States of America,6,2,2,129,421089
Spain,4,4,3,159,480564
Spain,3,3,2,91,429337
Spain,3,5,4,119,532595
United States of America,18,2,2,129,381457
United States of America,45,3,3,200,445378
Spain,4,4,3,102,414120
United States of America,31,3,3,128,390943
Spain,4,3,2,145,434771
Spain,3,4,3,93,494552
Spain,8,4,4,135,407598
United States of America,1,5,5,545,2526534
United States of America,2,5,5,549,1778481
United States of America,2,5,5,549,1932055
Spain,3,4,3,127,378251
Spain,4,4,3,110,396729
United States of America,2,5,5,560,2873313
United States of America,35,2,2,96,197169
Spain,4,4,3,95,307601
Spain,4,4,3,99,499987
Spain,2,3,2,87,358686
Spain,3,4,3,76,286949
United States of America,4,5,5,570,2625613
Spain,4,3,2,90,646722
United States of America,35,2,2,149,762092
United States of America,2,5,5,570,2947622
United States of America,3,5,5,579,964986
Spain,3,4,3,98,479335
United States of America,6,2,2,99,331917
Spain,4,3,2,90,379338
United States of America,4,5,5,592,3467791
United States of America,4,5,5,592,3467791
United States of America,1,5,5,610,5449386
United States of America,2,5,5,610,5449386
United States of America,19,3,3,141,455767
United States of America,2,5,5,618,3467791
United States of America,4,5,5,619,3071472
United States of America,21,2,2,100,108364
Spain,3,4,3,89,416293
United States of America,1,5,5,650,2665245
United States of America,4,5,5,686,1634816
United States of America,4,5,5,700,8491134
United States of America,9,2,2,97,682022
United States of America,3,5,5,700,8491134
Spain,6,3,2,98,340209
Spain,3,3,2,93,504335
United States of America,40,3,3,138,594901
Spain,2,3,2,155,429337
Spain,3,4,3,85,346730
United States of America,2,5,5,722,4854908
United States of America,27,2,2,89,493875
Spain,6,4,3,134,623897
Spain,3,3,2,94,455423
Spain,3,3,2,97,536943
United States of America,3,5,5,722,4854908
United States of America,4,5,5,756,2724693
Spain,4,3,2,80,555420
Spain,6,3,2,87,521726
Spain,3,4,3,96,524986
Spain,4,3,2,96,494552
United States of America,50,2,2,120,356303
United States of America,34,2,2,100,371549
United States of America,3,5,5,804,3220092
Spain,3,3,2,68,429337
Spain,4,3,2,89,408685
Spain,4,3,2,60,582594
United States of America,3,5,5,804,3467791
Spain,3,5,4,132,679330
Spain,3,4,3,83,554333
Spain,4,3,2,95,363034
Spain,4,4,3,206,499987
Spain,3,4,3,89,554333
Spain,5,3,2,70,570637
Spain,3,4,3,98,523899
Spain,3,4,3,93,556507
Spain,3,3,2,81,280427
Spain,4,4,3,86,370643
Spain,6,4,3,120,374990
United States of America,2,5,5,960,4161349
United States of America,2,5,5,973,4706288
Spain,4,5,4,108,565203
Spain,3,4,3,109,378251
Spain,5,3,2,80,644548
United States of America,22,2,2,158,509270
Spain,7,5,4,191,414120
Spain,4,3,2,74,405424
United States of America,30,2,2,103,189242
Spain,5,3,2,89,509769
Spain,4,3,2,99,529334
Spain,3,3,2,111,527160
Spain,3,3,2,108,547812
Spain,10,5,4,130,453249
Spain,5,3,2,79,474988
Spain,4,3,2,83,553246
United States of America,2,6,6,346,1382162
Spain,3,4,3,112,568463
Spain,4,3,2,84,538029
Spain,2,3,2,95,309775
Spain,3,2,1,85,298905
Spain,6,5,4,120,314122
United States of America,31,2,2,79,250402
United States of America,24,3,3,136,549909
Spain,4,4,3,133,498900
United States of America,4,6,6,346,1382162
Spain,4,4,3,114,357599
United States of America,3,6,6,402,2873313
Spain,4,3,2,75,363034
Spain,3,3,2,78,396729
Spain,7,5,4,121,427163
United States of America,31,2,2,87,193206
Spain,1,2,2,80,429337
United States of America,35,2,2,80,430369
United States of America,18,2,2,80,163482
United States of America,2,6,6,402,2873313
United States of America,31,3,3,180,371549
Spain,2,4,3,120,380425
Spain,3,3,2,81,438032
United States of America,39,2,2,215,489916
Spain,4,3,2,93,433684
Spain,3,4,3,106,391294
Spain,3,3,2,78,433684
United States of America,32,2,2,126,412717
United States of America,39,2,2,78,197946
Spain,4,4,3,83,368469
Spain,6,3,2,114,413033
Spain,5,3,2,68,231516
United States of America,7,3,3,102,216985
Spain,11,4,3,109,233690
Spain,5,4,3,95,331513
Spain,3,3,2,87,378251
Spain,4,4,3,118,360860
United States of America,19,2,2,158,398934
Spain,3,4,3,85,317383
Spain,3,3,2,83,302166
Spain,4,4,3,128,290210
Spain,6,4,3,79,281514
Spain,3,3,2,69,347817
United States of America,1,6,6,412,3467791
United States of America,11,2,2,125,374938
Spain,3,3,2,105,329339
United States of America,2,6,6,446,3462837
United States of America,2,6,6,446,3462837
United States of America,6,2,2,84,291294
Spain,3,4,3,77,364121
United States of America,22,1,1,90,148620
Spain,4,4,3,90,383686
Spain,3,4,3,81,424989
United States of America,8,2,2,126,267227
United States of America,4,6,6,450,782730
United States of America,38,1,1,90,148620
Spain,3,4,3,89,389120
Spain,3,4,3,101,456510
United States of America,1,6,6,450,781886
United States of America,2,6,6,509,1382162
United States of America,16,2,2,177,147629
Spain,7,4,3,93,335861
Spain,3,4,3,93,327165
Spain,4,4,3,123,373903
Spain,4,3,2,74,456510
Spain,4,4,3,87,419554
United States of America,21,3,3,125,415410
United States of America,33,2,2,109,363231
United States of America,7,2,2,112,346779
